GAME_ID,home_team_id,home_team_name,away_team_id,away_team_name,pts_diff,ast_diff,blk_diff,fg_pct_diff,plus_minus_diff,reb_diff,stl_diff,tov_diff,home_win
0022200794,1610612765,Detroit Pistons,1610612756,Phoenix Suns,-16,-11,0,-0.12800000000000006,-32,-16,-2,-1,0
0022200795,1610612752,New York Knicks,1610612746,LA Clippers,-6,6,-1,0.0010000000000000009,-12,0,-2,-3,0
0022200796,1610612741,Chicago Bulls,1610612757,Portland Trail Blazers,8,10,0,0.09399999999999997,16,8,3,3,1
0022200797,1610612749,Milwaukee Bucks,1610612748,Miami Heat,8,0,2,0.07700000000000001,16,7,-3,5,1
0022200798,1610612740,New Orleans Pelicans,1610612747,Los Angeles Lakers,5,-2,-3,0.041000000000000036,10,4,2,2,1
0022200799,1610612760,Oklahoma City Thunder,1610612745,Houston Rockets,32,10,-2,0.07099999999999995,64,8,7,-7,1
0022200800,1610612744,Golden State Warriors,1610612742,Dallas Mavericks,6,11,4,0.09000000000000002,12,-1,-3,0,1
0022200801,1610612743,Denver Nuggets,1610612737,Atlanta Hawks,20,6,-1,0.02100000000000002,40,5,7,-3,1
0022200802,1610612766,Charlotte Hornets,1610612753,Orlando Magic,-6,3,4,0.08000000000000002,-12,-13,2,3,0
0022200803,1610612754,Indiana Pacers,1610612739,Cleveland Cavaliers,-19,-5,1,-0.08800000000000002,-38,-4,-4,0,0
0022200804,1610612752,New York Knicks,1610612755,Philadelphia 76ers,11,-2,-3,0.024999999999999967,22,5,1,0,1
0022200805,1610612763,Memphis Grizzlies,1610612761,Toronto Raptors,-3,1,6,0.05099999999999999,-6,2,-1,9,0
0022200806,1610612750,Minnesota Timberwolves,1610612743,Denver Nuggets,30,14,-2,0.07300000000000006,60,-3,1,-11,1
0022200807,1610612740,New Orleans Pelicans,1610612758,Sacramento Kings,32,3,-2,0.13799999999999996,64,10,6,-4,1
0022200808,1610612765,Detroit Pistons,1610612738,Boston Celtics,-12,-3,1,-0.044999999999999984,-24,-9,7,-3,0
0022200809,1610612764,Washington Wizards,1610612739,Cleveland Cavaliers,-23,-6,-1,-0.13699999999999996,-46,-6,-1,-3,0
0022200810,1610612751,Brooklyn Nets,1610612746,LA Clippers,-8,1,0,0.010000000000000009,-16,-4,-7,7,0
0022200811,1610612741,Chicago Bulls,1610612759,San Antonio Spurs,24,2,3,0.11800000000000005,48,11,3,-4,1
0022200812,1610612745,Houston Rockets,1610612758,Sacramento Kings,-20,-11,-1,-0.08399999999999996,-40,4,-4,4,0
0022200813,1610612762,Utah Jazz,1610612742,Dallas Mavericks,-13,-5,0,0.004999999999999949,-26,-12,-2,-1,0
0022200814,1610612744,Golden State Warriors,1610612760,Oklahoma City Thunder,27,22,0,0.09299999999999997,54,9,-2,5,1
0022200815,1610612757,Portland Trail Blazers,1610612749,Milwaukee Bucks,-19,-4,0,-0.13300000000000006,-38,-27,1,-7,0
0022200816,1610612753,Orlando Magic,1610612752,New York Knicks,-4,2,2,0.01100000000000001,-8,-2,-2,0,0
0022200817,1610612751,Brooklyn Nets,1610612756,Phoenix Suns,-4,-6,-2,0.013999999999999957,-8,-12,1,2,0
0022200818,1610612740,New Orleans Pelicans,1610612737,Atlanta Hawks,9,-2,-4,0.04799999999999999,18,6,4,-2,1
0022200819,1610612763,Memphis Grizzlies,1610612741,Chicago Bulls,15,-2,4,0.11299999999999999,30,-10,1,-6,1
0022200820,1610612743,Denver Nuggets,1610612750,Minnesota Timberwolves,34,20,-2,0.15300000000000002,68,8,6,-6,1
0022200821,1610612747,Los Angeles Lakers,1610612760,Oklahoma City Thunder,-3,-5,1,0.05499999999999994,-6,4,-4,8,0
0022200822,1610612739,Cleveland Cavaliers,1610612765,Detroit Pistons,28,11,-2,0.124,56,18,0,-1,1
0022200823,1610612764,Washington Wizards,1610612766,Charlotte Hornets,14,6,7,0.08700000000000002,28,12,-7,10,1
0022200824,1610612738,Boston Celtics,1610612755,Philadelphia 76ers,7,5,2,0.08000000000000002,14,7,-7,8,1
0022200825,1610612748,Miami Heat,1610612754,Indiana Pacers,5,-3,-2,-0.01899999999999996,10,17,4,2,1
0022200826,1610612761,Toronto Raptors,1610612759,San Antonio Spurs,14,-3,3,0.08699999999999997,28,12,0,1,1
0022200827,1610612745,Houston Rockets,1610612758,Sacramento Kings,-2,-4,3,0.04700000000000004,-4,13,-6,10,0
0022200828,1610612762,Utah Jazz,1610612750,Minnesota Timberwolves,-25,-8,-1,-0.15199999999999997,-50,3,-4,-3,0
0022200829,1610612746,LA Clippers,1610612742,Dallas Mavericks,-6,-5,-2,-0.08400000000000002,-12,-4,3,-7,0
0022200830,1610612757,Portland Trail Blazers,1610612744,Golden State Warriors,3,-6,1,0.07700000000000007,6,15,-5,10,1
0022200831,1610612753,Orlando Magic,1610612743,Denver Nuggets,11,0,1,0.020999999999999963,22,8,6,-6,1
0022200832,1610612737,Atlanta Hawks,1610612756,Phoenix Suns,9,-1,-6,0.0,18,24,-8,8,1
0022200833,1610612751,Brooklyn Nets,1610612741,Chicago Bulls,11,11,-1,-0.03300000000000003,22,3,4,-1,1
0022200834,1610612747,Los Angeles Lakers,1610612749,Milwaukee Bucks,-9,-1,-5,0.01699999999999996,-18,-8,-3,1,0
0022200835,1610612765,Detroit Pistons,1610612759,San Antonio Spurs,7,8,2,0.009000000000000008,14,11,-1,-3,1
0022200836,1610612754,Indiana Pacers,1610612756,Phoenix Suns,-13,-2,1,-0.038000000000000034,-26,-15,-4,-2,0
0022200837,1610612755,Philadelphia 76ers,1610612752,New York Knicks,11,4,-3,-0.007000000000000006,22,5,7,-4,1
0022200838,1610612738,Boston Celtics,1610612766,Charlotte Hornets,11,8,1,0.010000000000000009,22,-4,-2,2,1
0022200839,1610612761,Toronto Raptors,1610612762,Utah Jazz,-6,-3,-3,-0.08900000000000002,-12,-6,5,-4,0
0022200840,1610612748,Miami Heat,1610612745,Houston Rockets,2,-2,2,-0.0010000000000000009,4,-7,0,-1,1
0022200841,1610612763,Memphis Grizzlies,1610612750,Minnesota Timberwolves,21,2,2,0.11699999999999994,42,9,5,1,1
0022200842,1610612740,New Orleans Pelicans,1610612739,Cleveland Cavaliers,-11,-3,-2,-0.08899999999999997,-22,-7,-1,0,0
0022200843,1610612757,Portland Trail Blazers,1610612760,Oklahoma City Thunder,-9,0,2,-0.0129999999999999,-18,3,-6,9,0
0022200844,1610612758,Sacramento Kings,1610612742,Dallas Mavericks,-8,-13,4,0.05300000000000005,-16,-1,-2,2,0
0022200845,1610612746,LA Clippers,1610612749,Milwaukee Bucks,-13,-11,3,-0.006000000000000005,-26,-14,-3,-1,0
0022200846,1610612751,Brooklyn Nets,1610612755,Philadelphia 76ers,-3,6,3,-0.03799999999999998,-6,1,3,-3,0
0022200847,1610612766,Charlotte Hornets,1610612743,Denver Nuggets,-14,-10,3,-0.03400000000000003,-28,-14,4,0,0
0022200848,1610612753,Orlando Magic,1610612748,Miami Heat,-4,-2,-1,-0.010000000000000009,-8,-2,5,-2,0
0022200849,1610612764,Washington Wizards,1610612754,Indiana Pacers,14,5,4,0.187,28,7,-3,10,1
0022200850,1610612737,Atlanta Hawks,1610612759,San Antonio Spurs,19,4,1,0.059,38,-1,0,-10,1
0022200851,1610612752,New York Knicks,1610612762,Utah Jazz,6,-5,-3,-0.057999999999999996,12,14,3,-6,1
0022200852,1610612739,Cleveland Cavaliers,1610612741,Chicago Bulls,8,-1,1,-0.067,16,-5,2,-10,1
0022200853,1610612744,Golden State Warriors,1610612747,Los Angeles Lakers,-6,12,2,-0.03200000000000003,-12,-9,7,0,0
0022200854,1610612758,Sacramento Kings,1610612742,Dallas Mavericks,5,-5,-4,-0.006000000000000005,10,7,5,-9,1
0022200855,1610612738,Boston Celtics,1610612763,Memphis Grizzlies,10,4,-2,-0.056999999999999995,20,21,1,3,1
0022200856,1610612761,Toronto Raptors,1610612765,Detroit Pistons,1,-4,4,-0.02300000000000002,2,8,2,-10,1
0022200857,1610612766,Charlotte Hornets,1610612737,Atlanta Hawks,6,10,1,0.14,12,-7,-4,5,1
0022200858,1610612739,Cleveland Cavaliers,1610612759,San Antonio Spurs,8,-6,5,0.05799999999999994,16,1,-2,-4,1
0022200859,1610612754,Indiana Pacers,1610612762,Utah Jazz,-6,6,4,-0.0010000000000000009,-12,-14,6,-8,0
0022200860,1610612755,Philadelphia 76ers,1610612745,Houston Rockets,19,9,5,0.15400000000000008,38,-4,1,-1,1
0022200861,1610612748,Miami Heat,1610612743,Denver Nuggets,-4,-9,0,-0.14099999999999996,-8,-5,6,-4,0
0022200862,1610612752,New York Knicks,1610612751,Brooklyn Nets,18,0,0,0.10000000000000003,36,-1,1,-2,1
0022200863,1610612741,Chicago Bulls,1610612753,Orlando Magic,-9,-7,-3,-0.062,-18,2,0,-2,0
0022200864,1610612760,Oklahoma City Thunder,1610612740,New Orleans Pelicans,-3,1,-5,-0.10500000000000004,-6,10,-5,-2,0
0022200865,1610612742,Dallas Mavericks,1610612750,Minnesota Timberwolves,-3,-7,-1,-0.06599999999999995,-6,-6,-3,-1,0
0022200866,1610612744,Golden State Warriors,1610612764,Washington Wizards,9,14,-3,-0.016000000000000014,18,1,0,-1,1
0022200867,1610612757,Portland Trail Blazers,1610612747,Los Angeles Lakers,12,3,4,0.03199999999999997,24,-14,1,-6,1
0022200868,1610612761,Toronto Raptors,1610612753,Orlando Magic,10,5,9,0.08999999999999997,20,11,3,1,1
0022200869,1610612749,Milwaukee Bucks,1610612738,Boston Celtics,6,1,2,0.012999999999999956,12,8,-2,6,1
0022200870,1610612756,Phoenix Suns,1610612758,Sacramento Kings,11,10,0,0.12199999999999994,22,-3,4,-2,1
0022200871,1610612746,LA Clippers,1610612744,Golden State Warriors,10,5,3,-0.009000000000000008,20,0,3,-3,1
0022200872,1610612757,Portland Trail Blazers,1610612764,Washington Wizards,-25,-8,3,-0.15099999999999997,-50,-7,4,-4,0
0022200873,1610612766,Charlotte Hornets,1610612759,San Antonio Spurs,10,2,6,0.065,20,0,1,1,1
0022200874,1610612754,Indiana Pacers,1610612741,Chicago Bulls,4,4,-1,-0.01200000000000001,8,3,-4,5,1
0022200875,1610612755,Philadelphia 76ers,1610612739,Cleveland Cavaliers,6,1,-1,0.0,12,3,0,4,1
0022200876,1610612737,Atlanta Hawks,1610612752,New York Knicks,-21,9,3,-0.056999999999999995,-42,-15,4,-5,0
0022200877,1610612738,Boston Celtics,1610612765,Detroit Pistons,18,6,1,0.02100000000000002,36,8,4,-3,1
0022200878,1610612751,Brooklyn Nets,1610612748,Miami Heat,11,7,2,0.07400000000000001,22,-5,-1,3,1
0022200879,1610612763,Memphis Grizzlies,1610612762,Utah Jazz,6,0,1,-0.06,12,-15,11,-20,1
0022200880,1610612760,Oklahoma City Thunder,1610612745,Houston Rockets,37,1,-3,0.14599999999999996,74,2,3,-7,1
0022200881,1610612743,Denver Nuggets,1610612742,Dallas Mavericks,9,9,2,0.10699999999999993,18,12,-1,1,1
0022200882,1610612747,Los Angeles Lakers,1610612740,New Orleans Pelicans,18,8,5,0.09200000000000003,36,-7,0,-4,1
0022200883,1610612741,Chicago Bulls,1610612749,Milwaukee Bucks,-12,-5,-5,-0.07400000000000001,-24,-1,0,-3,0
0022200884,1610612750,Minnesota Timberwolves,1610612764,Washington Wizards,-8,-4,-1,-0.04200000000000004,-16,4,-5,2,0
0022200885,1610612756,Phoenix Suns,1610612746,LA Clippers,-9,1,0,-0.016000000000000014,-18,-5,2,0,0
0022200886,1610612739,Cleveland Cavaliers,1610612743,Denver Nuggets,-6,-6,-2,0.013999999999999957,-12,-6,3,-5,0
0022200887,1610612754,Indiana Pacers,1610612738,Boston Celtics,-4,2,-1,0.006000000000000005,-8,-14,3,0,0
0022200888,1610612753,Orlando Magic,1610612765,Detroit Pistons,2,5,-1,-0.04600000000000004,4,1,2,-7,1
0022200889,1610612755,Philadelphia 76ers,1610612763,Memphis Grizzlies,5,3,3,0.014000000000000012,10,-6,-2,1,1
0022200890,1610612761,Toronto Raptors,1610612740,New Orleans Pelicans,5,-6,3,0.0030000000000000027,10,5,4,-1,1
0022200891,1610612742,Dallas Mavericks,1610612759,San Antonio Spurs,26,-3,4,0.038000000000000034,52,-9,6,-10,1
0022200892,1610612762,Utah Jazz,1610612760,Oklahoma City Thunder,1,3,7,0.01799999999999996,2,4,0,11,1
0022200893,1610612747,Los Angeles Lakers,1610612744,Golden State Warriors,13,6,0,0.10699999999999998,26,10,-2,6,1
0022200894,1610612758,Sacramento Kings,1610612757,Portland Trail Blazers,17,1,1,0.09100000000000003,34,16,-3,5,1
0022200895,1610612764,Washington Wizards,1610612752,New York Knicks,-6,4,4,0.0050000000000000044,-12,-9,-3,7,0
0022200896,1610612737,Atlanta Hawks,1610612739,Cleveland Cavaliers,17,8,2,0.13299999999999995,34,7,-2,3,1
0022200897,1610612749,Milwaukee Bucks,1610612748,Miami Heat,29,6,-4,0.08899999999999997,58,12,1,2,1
0022200898,1610612750,Minnesota Timberwolves,1610612766,Charlotte Hornets,-8,0,7,0.02799999999999997,-16,-7,-4,5,0
0022200899,1610612756,Phoenix Suns,1610612760,Oklahoma City Thunder,9,-4,3,0.03500000000000003,18,7,0,2,1
0022200900,1610612741,Chicago Bulls,1610612751,Brooklyn Nets,44,4,1,0.19799999999999995,88,26,0,-3,1
0022200901,1610612744,Golden State Warriors,1610612745,Houston Rockets,15,4,0,0.08299999999999996,30,3,-9,12,1
0022200902,1610612746,LA Clippers,1610612758,Sacramento Kings,-1,6,0,0.016000000000000014,-2,-1,-10,10,0
0022200903,1610612765,Detroit Pistons,1610612761,Toronto Raptors,-4,4,0,0.029000000000000026,-8,16,-5,8,0
0022200904,1610612766,Charlotte Hornets,1610612748,Miami Heat,5,-4,-1,0.03199999999999997,10,6,3,-3,1
0022200905,1610612753,Orlando Magic,1610612754,Indiana Pacers,-13,-19,0,-0.09599999999999997,-26,10,-5,4,0
0022200906,1610612752,New York Knicks,1610612740,New Orleans Pelicans,22,-1,7,0.119,44,15,-10,12,1
0022200907,1610612763,Memphis Grizzlies,1610612743,Denver Nuggets,18,3,-1,0.06999999999999995,36,2,6,-3,1
0022200908,1610612755,Philadelphia 76ers,1610612738,Boston Celtics,-3,-1,-1,-0.05099999999999999,-6,-2,2,-3,0
0022200909,1610612762,Utah Jazz,1610612759,San Antonio Spurs,16,8,5,0.07500000000000001,32,15,0,6,1
0022200910,1610612749,Milwaukee Bucks,1610612756,Phoenix Suns,3,-6,2,0.016000000000000014,6,-10,0,0,1
0022200911,1610612737,Atlanta Hawks,1610612751,Brooklyn Nets,2,0,-4,0.006000000000000005,4,9,-5,6,1
0022200912,1610612741,Chicago Bulls,1610612764,Washington Wizards,20,-1,2,0.08500000000000002,40,-3,2,-5,1
0022200913,1610612742,Dallas Mavericks,1610612747,Los Angeles Lakers,-3,-4,1,-0.014000000000000012,-6,-8,-4,6,0
0022200914,1610612739,Cleveland Cavaliers,1610612761,Toronto Raptors,25,12,1,0.137,50,2,3,0,1
0022200915,1610612760,Oklahoma City Thunder,1610612758,Sacramento Kings,-9,-8,-1,-0.052000000000000046,-18,-11,3,-6,0
0022200916,1610612744,Golden State Warriors,1610612750,Minnesota Timberwolves,5,-3,-3,0.007000000000000006,10,13,0,2,1
0022200917,1610612757,Portland Trail Blazers,1610612745,Houston Rockets,17,-4,5,0.09500000000000003,34,-11,0,0,1
0022200918,1610612743,Denver Nuggets,1610612746,LA Clippers,10,11,-2,0.02100000000000002,20,12,-1,3,1
0022200919,1610612766,Charlotte Hornets,1610612765,Detroit Pistons,11,6,0,0.061,22,7,-4,8,1
0022200920,1610612755,Philadelphia 76ers,1610612748,Miami Heat,-2,-1,0,0.006000000000000005,-4,2,-3,7,0
0022200921,1610612752,New York Knicks,1610612738,Boston Celtics,15,-1,-5,0.033999999999999975,30,9,1,3,1
0022200922,1610612740,New Orleans Pelicans,1610612753,Orlando Magic,-8,2,1,-0.009000000000000008,-16,-5,0,0,0
0022200923,1610612737,Atlanta Hawks,1610612764,Washington Wizards,-3,2,2,-0.032999999999999974,-6,-6,-2,0,0
0022200924,1610612751,Brooklyn Nets,1610612749,Milwaukee Bucks,-14,-7,3,-0.055999999999999994,-28,-17,2,1,0
0022200925,1610612761,Toronto Raptors,1610612741,Chicago Bulls,6,-2,-1,-0.11699999999999999,12,12,5,-8,1
0022200926,1610612745,Houston Rockets,1610612743,Denver Nuggets,-21,-7,1,-0.08099999999999996,-42,-3,-3,2,0
0022200927,1610612763,Memphis Grizzlies,1610612747,Los Angeles Lakers,12,3,-4,0.013000000000000012,24,-9,8,-19,1
0022200928,1610612760,Oklahoma City Thunder,1610612758,Sacramento Kings,-6,-6,-3,-0.08500000000000002,-12,-9,6,-10,0
0022200929,1610612742,Dallas Mavericks,1610612754,Indiana Pacers,-2,3,-5,-0.02100000000000002,-4,-3,2,-2,0
0022200930,1610612762,Utah Jazz,1610612759,San Antonio Spurs,-8,-8,4,-0.07600000000000001,-16,7,-1,6,0
0022200931,1610612744,Golden State Warriors,1610612757,Portland Trail Blazers,18,8,-2,0.10800000000000004,36,13,-3,5,1
0022200932,1610612746,LA Clippers,1610612750,Minnesota Timberwolves,-7,2,-5,-0.055999999999999994,-14,-2,-3,6,0
0022200933,1610612766,Charlotte Hornets,1610612756,Phoenix Suns,-14,-10,-2,-0.10799999999999998,-28,0,-5,1,0
0022200934,1610612765,Detroit Pistons,1610612741,Chicago Bulls,-2,-4,-2,0.018000000000000016,-4,0,-1,2,0
0022200935,1610612738,Boston Celtics,1610612739,Cleveland Cavaliers,4,6,1,0.01100000000000001,8,5,-3,6,1
0022200936,1610612748,Miami Heat,1610612755,Philadelphia 76ers,-23,-7,-3,-0.057999999999999996,-46,-8,-3,4,0
0022200937,1610612752,New York Knicks,1610612751,Brooklyn Nets,24,2,-2,0.13999999999999996,48,15,-1,2,1
0022200938,1610612745,Houston Rockets,1610612763,Memphis Grizzlies,-14,-10,-4,-0.08199999999999996,-28,5,-2,5,0
0022200939,1610612749,Milwaukee Bucks,1610612753,Orlando Magic,22,7,-4,0.064,44,-4,1,-5,1
0022200940,1610612760,Oklahoma City Thunder,1610612747,Los Angeles Lakers,-6,7,-4,0.009000000000000008,-12,1,0,0,0
0022200941,1610612757,Portland Trail Blazers,1610612740,New Orleans Pelicans,-11,-5,4,-0.07300000000000001,-22,0,-4,8,0
0022200942,1610612764,Washington Wizards,1610612761,Toronto Raptors,11,2,-3,0.066,22,0,-3,1,1
0022200943,1610612742,Dallas Mavericks,1610612755,Philadelphia 76ers,7,-2,0,-0.027999999999999914,14,-6,-1,-1,1
0022200944,1610612759,San Antonio Spurs,1610612754,Indiana Pacers,11,8,-2,0.0030000000000000027,22,10,-6,3,1
0022200945,1610612744,Golden State Warriors,1610612746,LA Clippers,24,6,1,0.059,48,13,4,-4,1
0022200946,1610612766,Charlotte Hornets,1610612753,Orlando Magic,-11,4,0,-0.04800000000000004,-22,-8,2,1,0
0022200947,1610612737,Atlanta Hawks,1610612757,Portland Trail Blazers,18,8,-2,0.09999999999999998,36,9,-1,-1,1
0022200948,1610612738,Boston Celtics,1610612751,Brooklyn Nets,-10,1,2,0.067,-20,1,-1,6,0
0022200949,1610612748,Miami Heat,1610612752,New York Knicks,-2,0,-2,-0.09899999999999998,-4,5,-1,0,0
0022200950,1610612741,Chicago Bulls,1610612756,Phoenix Suns,-21,-5,-6,-0.030000000000000027,-42,-7,1,-2,0
0022200951,1610612760,Oklahoma City Thunder,1610612762,Utah Jazz,27,7,-9,0.013000000000000012,54,-8,7,-19,1
0022200952,1610612743,Denver Nuggets,1610612763,Memphis Grizzlies,16,4,-1,0.09100000000000003,32,13,0,-1,1
0022200953,1610612744,Golden State Warriors,1610612740,New Orleans Pelicans,9,8,0,0.07100000000000001,18,14,-2,5,1
0022200954,1610612758,Sacramento Kings,1610612746,LA Clippers,1,-5,-1,-0.01100000000000001,2,13,-4,4,1
0022200955,1610612747,Los Angeles Lakers,1610612750,Minnesota Timberwolves,-8,-6,-4,-0.057999999999999996,-16,-5,-2,1,0
0022200956,1610612764,Washington Wizards,1610612761,Toronto Raptors,-7,-4,1,-0.015000000000000013,-14,9,-5,10,0
0022200957,1610612739,Cleveland Cavaliers,1610612765,Detroit Pistons,24,10,1,0.08800000000000002,48,-10,9,-12,1
0022200958,1610612748,Miami Heat,1610612737,Atlanta Hawks,8,9,2,0.03799999999999998,16,6,-7,4,1
0022200959,1610612759,San Antonio Spurs,1610612745,Houston Rockets,-12,-2,-2,-0.12099999999999994,-24,-3,0,-1,0
0022200960,1610612749,Milwaukee Bucks,1610612755,Philadelphia 76ers,-3,6,2,0.030000000000000027,-6,11,-2,7,0
0022200961,1610612758,Sacramento Kings,1610612750,Minnesota Timberwolves,-4,-6,-5,-0.04899999999999993,-8,-1,1,-6,0
0022200962,1610612742,Dallas Mavericks,1610612756,Phoenix Suns,-4,-12,-2,-0.05700000000000005,-8,-10,0,1,0
0022200963,1610612741,Chicago Bulls,1610612754,Indiana Pacers,-3,-9,-3,0.09699999999999998,-6,-2,1,6,0
0022200964,1610612747,Los Angeles Lakers,1610612744,Golden State Warriors,8,2,-3,0.045999999999999985,16,4,1,-4,1
0022200965,1610612751,Brooklyn Nets,1610612766,Charlotte Hornets,16,4,6,0.016000000000000014,32,3,3,-2,1
0022200966,1610612753,Orlando Magic,1610612757,Portland Trail Blazers,-3,2,-3,0.030000000000000027,-6,-8,2,-6,0
0022200967,1610612745,Houston Rockets,1610612759,San Antonio Spurs,32,6,-1,0.14999999999999997,64,9,5,-3,1
0022200968,1610612760,Oklahoma City Thunder,1610612762,Utah Jazz,10,-6,-4,0.017000000000000015,20,3,4,-4,1
0022200969,1610612738,Boston Celtics,1610612752,New York Knicks,-2,9,1,-0.10099999999999998,-4,0,1,-4,0
0022200970,1610612746,LA Clippers,1610612763,Memphis Grizzlies,6,-7,-1,-0.014000000000000012,12,27,-7,9,1
0022200971,1610612739,Cleveland Cavaliers,1610612738,Boston Celtics,4,2,2,0.03200000000000003,8,6,-1,1,1
0022200972,1610612754,Indiana Pacers,1610612755,Philadelphia 76ers,-4,-9,-1,0.0040000000000000036,-8,-6,2,-3,0
0022200973,1610612764,Washington Wizards,1610612749,Milwaukee Bucks,-6,-9,-4,-0.043999999999999984,-12,11,3,-3,0
0022200974,1610612748,Miami Heat,1610612737,Atlanta Hawks,2,-1,4,-0.02200000000000002,4,-5,1,0,1
0022200975,1610612743,Denver Nuggets,1610612761,Toronto Raptors,5,1,-2,0.0,10,0,3,-1,1
0022200976,1610612758,Sacramento Kings,1610612740,New Orleans Pelicans,15,10,-1,0.027999999999999914,30,-7,1,-5,1
0022200977,1610612765,Detroit Pistons,1610612757,Portland Trail Blazers,-6,2,0,-0.021999999999999964,-12,14,2,5,0
0022200978,1610612753,Orlando Magic,1610612749,Milwaukee Bucks,-11,-4,-5,-0.08999999999999997,-22,0,2,-4,0
0022200979,1610612752,New York Knicks,1610612766,Charlotte Hornets,-7,-9,-1,-0.067,-14,-3,1,-4,0
0022200980,1610612750,Minnesota Timberwolves,1610612755,Philadelphia 76ers,-23,-2,1,-0.09899999999999998,-46,-20,1,-5,0
0022200981,1610612745,Houston Rockets,1610612751,Brooklyn Nets,-22,-9,-6,-0.06,-44,12,-6,7,0
0022200982,1610612760,Oklahoma City Thunder,1610612744,Golden State Warriors,9,-8,-1,0.0040000000000000036,18,11,2,-3,1
0022200983,1610612742,Dallas Mavericks,1610612762,Utah Jazz,4,1,2,0.025999999999999968,8,-4,0,1,1
0022200984,1610612747,Los Angeles Lakers,1610612763,Memphis Grizzlies,9,9,-4,0.069,18,12,-2,8,1
0022200985,1610612764,Washington Wizards,1610612737,Atlanta Hawks,-2,8,-4,0.03699999999999992,-4,3,-2,8,0
0022200986,1610612738,Boston Celtics,1610612757,Portland Trail Blazers,22,8,0,0.11099999999999999,44,-2,4,-5,1
0022200987,1610612748,Miami Heat,1610612739,Cleveland Cavaliers,-4,-4,1,0.01200000000000001,-8,5,-6,7,0
0022200988,1610612740,New Orleans Pelicans,1610612742,Dallas Mavericks,7,8,6,0.07400000000000001,14,15,-3,6,1
0022200989,1610612743,Denver Nuggets,1610612741,Chicago Bulls,-21,0,0,-0.09700000000000003,-42,-6,-4,2,0
0022200990,1610612756,Phoenix Suns,1610612760,Oklahoma City Thunder,31,8,5,0.14600000000000002,62,17,1,-1,1
0022200991,1610612746,LA Clippers,1610612761,Toronto Raptors,8,2,2,0.16400000000000003,16,3,-3,5,1
0022200992,1610612765,Detroit Pistons,1610612766,Charlotte Hornets,-10,-4,-5,-0.05099999999999999,-20,4,-6,6,0
0022200993,1610612754,Indiana Pacers,1610612745,Houston Rockets,9,16,9,0.021999999999999964,18,-16,6,-5,1
0022200994,1610612753,Orlando Magic,1610612762,Utah Jazz,-7,-6,-4,-0.08900000000000002,-14,-6,2,-8,0
0022200995,1610612749,Milwaukee Bucks,1610612751,Brooklyn Nets,5,13,8,0.02899999999999997,10,14,-2,2,1
0022200996,1610612763,Memphis Grizzlies,1610612744,Golden State Warriors,21,11,0,0.09900000000000003,42,10,-3,-3,1
0022200997,1610612758,Sacramento Kings,1610612752,New York Knicks,5,1,2,0.10800000000000004,10,-16,2,-2,1
0022200998,1610612755,Philadelphia 76ers,1610612757,Portland Trail Blazers,1,1,1,-0.007000000000000006,2,6,1,1,1
0022200999,1610612764,Washington Wizards,1610612737,Atlanta Hawks,-7,2,2,0.046999999999999986,-14,-3,-1,1,0
0022201000,1610612748,Miami Heat,1610612739,Cleveland Cavaliers,4,-3,-2,0.046999999999999986,8,12,2,5,1
0022201001,1610612750,Minnesota Timberwolves,1610612751,Brooklyn Nets,-1,9,1,0.02799999999999997,-2,-1,3,-1,0
0022201002,1610612759,San Antonio Spurs,1610612743,Denver Nuggets,8,-1,-4,0.05400000000000005,16,17,-4,5,1
0022201003,1610612747,Los Angeles Lakers,1610612761,Toronto Raptors,10,-1,5,0.06299999999999994,20,-2,-6,8,1
0022201004,1610612746,LA Clippers,1610612752,New York Knicks,11,1,1,0.127,22,-15,-2,0,1
0022201005,1610612766,Charlotte Hornets,1610612762,Utah Jazz,-8,2,10,-0.039000000000000035,-16,-17,1,-4,0
0022201006,1610612765,Detroit Pistons,1610612754,Indiana Pacers,-6,1,1,-0.0050000000000000044,-12,-16,0,-2,0
0022201007,1610612753,Orlando Magic,1610612748,Miami Heat,12,15,8,0.03799999999999998,24,19,2,2,1
0022201008,1610612737,Atlanta Hawks,1610612738,Boston Celtics,-9,-11,-2,-0.04700000000000004,-18,8,-2,1,0
0022201009,1610612745,Houston Rockets,1610612741,Chicago Bulls,-8,3,-6,-0.030000000000000027,-16,-11,3,2,0
0022201010,1610612763,Memphis Grizzlies,1610612742,Dallas Mavericks,4,0,2,0.01799999999999996,8,2,3,0,1
0022201011,1610612740,New Orleans Pelicans,1610612760,Oklahoma City Thunder,-14,6,2,-0.04300000000000004,-28,5,-8,10,0
0022201012,1610612744,Golden State Warriors,1610612749,Milwaukee Bucks,9,5,-3,-0.019000000000000017,18,17,3,-2,1
0022201013,1610612756,Phoenix Suns,1610612758,Sacramento Kings,-9,11,1,0.01200000000000001,-18,1,1,-1,0
0022201014,1610612743,Denver Nuggets,1610612751,Brooklyn Nets,-2,-5,6,0.0,-4,21,-7,5,0
0022201015,1610612766,Charlotte Hornets,1610612739,Cleveland Cavaliers,-6,7,2,0.04200000000000004,-12,3,0,9,0
0022201016,1610612755,Philadelphia 76ers,1610612764,Washington Wizards,19,10,5,0.10799999999999998,38,7,2,-1,1
0022201017,1610612740,New Orleans Pelicans,1610612757,Portland Trail Blazers,17,9,5,0.01100000000000001,34,-3,1,-4,1
